id,name,type,source,license,commercial
e-22751,90-90 hip thrust,exercise,centr,Centr (scraped — personal use),NO
e-16790,90-90 hip thrust,exercise,centr,Centr (scraped — personal use),NO
e-25282,90-90 hip thrust,exercise,centr,Centr (scraped — personal use),NO
e-30156,90-90 hurdler stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-30157,90-90 hurdler stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-30160,90-90 internal rotation + lift + lunge (left),exercise,centr,Centr (scraped — personal use),NO
e-30161,90-90 internal rotation + lift + lunge (right),exercise,centr,Centr (scraped — personal use),NO
e-25283,90-90 lift stretch,exercise,centr,Centr (scraped — personal use),NO
e-24940,90-90 stretch,exercise,centr,Centr (scraped — personal use),NO
e-29338,90-90 stretch,exercise,centr,Centr (scraped — personal use),NO
e-24292,90-90 stretch,exercise,centr,Centr (scraped — personal use),NO
e-25284,90-90 stretch,exercise,centr,Centr (scraped — personal use),NO
e-25285,90-90 stretch,exercise,centr,Centr (scraped — personal use),NO
e-23340,90-90 stretch,exercise,centr,Centr (scraped — personal use),NO
fedb-90_90_Hamstring,90/90 Hamstring,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Ab_Crunch_Machine,Ab Crunch Machine,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Ab_Roller,Ab Roller,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-abdominals-stretch-variation-four,Abdominals Stretch Variation Four,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-abdominals-stretch-variation-one,Abdominals Stretch Variation One,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-abdominals-stretch-variation-three,Abdominals Stretch Variation Three,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-abdominals-stretch-variation-two,Abdominals Stretch Variation Two,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-abductor-leg-raise-side-lying,Abductor Leg Raise Side Lying,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-abductor-leg-raise-side-lying-isometric,Abductor Leg Raise Side Lying Isometric,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Adductor,Adductor,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-adductor-leg-raise-side-lying,Adductor Leg Raise Side Lying,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-adductor-leg-raise-side-lying-isometric,Adductor Leg Raise Side Lying Isometric,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-adductor-raise-side-lying-long-lever,Adductor Raise Side Lying Long Lever,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-adductor-raise-side-lying-short-lever,Adductor Raise Side Lying Short Lever,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30363,Adductor stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-30364,Adductor stretch (right),exercise,centr,Centr (scraped — personal use),NO
mw-adductor-stretch-dynamic-standing-alternate,Adductor Stretch Dynamic Standing Alternate,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-adductor-stretch-dynamic-unilateral-4-point-position,Adductor Stretch Dynamic Unilateral 4 Point Position,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-adductor-stretch-seated-bilateral-dynamic,Adductor Stretch Seated Bilateral Dynamic,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-adductor-stretch-seated-bilateral-static,Adductor Stretch Seated Bilateral Static,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Adductor_Groin,Adductor/Groin,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Advanced_Kettlebell_Windmill,Advanced Kettlebell Windmill,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-5302,Advanced sit thrus,exercise,centr,Centr (scraped — personal use),NO
fedb-Air_Bike,Air Bike,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-5015,Air squat,exercise,centr,Centr (scraped — personal use),NO
fedb-All_Fours_Quad_Stretch,All Fours Quad Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-23934,All-fours forearm extension,exercise,centr,Centr (scraped — personal use),NO
e-23935,All-fours forearm flexion,exercise,centr,Centr (scraped — personal use),NO
mw-alphabet,Alphabet,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Alternate_Hammer_Curl,Alternate Hammer Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Alternate_Heel_Touchers,Alternate Heel Touchers,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Alternate_Incline_Dumbbell_Curl,Alternate Incline Dumbbell Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Alternate_Leg_Diagonal_Bound,Alternate Leg Diagonal Bound,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30165,Alternating 3-legged dog + lunge + pigeon pose,exercise,centr,Centr (scraped — personal use),NO
e-30166,Alternating 90-90 + half lunge,exercise,centr,Centr (scraped — personal use),NO
e-27775,Alternating 90-90 stretch,exercise,centr,Centr (scraped — personal use),NO
e-30167,Alternating all-fours chest opener,exercise,centr,Centr (scraped — personal use),NO
e-30164,Alternating all-fours chest stretch,exercise,centr,Centr (scraped — personal use),NO
e-14471,Alternating Arnold press,exercise,centr,Centr (scraped — personal use),NO
mw-alternating-bent-leg-raise,Alternating Bent Leg Raise,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30795,Alternating bent-knee v-sit,exercise,centr,Centr (scraped — personal use),NO
fedb-Alternating_Cable_Shoulder_Press,Alternating Cable Shoulder Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-16791,Alternating calf + hamstring stretch,exercise,centr,Centr (scraped — personal use),NO
e-23679,Alternating chest stretch,exercise,centr,Centr (scraped — personal use),NO
e-30168,Alternating Cossack squat + reach,exercise,centr,Centr (scraped — personal use),NO
e-24949,Alternating curtsy lunge,exercise,centr,Centr (scraped — personal use),NO
e-14550,Alternating curtsy lunge,exercise,centr,Centr (scraped — personal use),NO
fedb-Alternating_Deltoid_Raise,Alternating Deltoid Raise,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-14450,Alternating dumbbell forward lunge,exercise,centr,Centr (scraped — personal use),NO
e-14465,Alternating dumbbell side lunge,exercise,centr,Centr (scraped — personal use),NO
e-14451,Alternating dumbbell step-up,exercise,centr,Centr (scraped — personal use),NO
e-17427,Alternating explosive single-leg glute raise,exercise,centr,Centr (scraped — personal use),NO
fedb-Alternating_Floor_Press,Alternating Floor Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-29382,Alternating forward lunge,exercise,centr,Centr (scraped — personal use),NO
e-17850,Alternating forward lunge + reverse crawl,exercise,centr,Centr (scraped — personal use),NO
e-24296,Alternating front kick + touch,exercise,centr,Centr (scraped — personal use),NO
e-17851,Alternating front-back leg swings,exercise,centr,Centr (scraped — personal use),NO
e-27008,Alternating hamstring stretch,exercise,centr,Centr (scraped — personal use),NO
e-21546,Alternating hamstring stretch,exercise,centr,Centr (scraped — personal use),NO
fedb-Alternating_Hang_Clean,Alternating Hang Clean,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-alternating-heel-touch,Alternating Heel Touch,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30589,Alternating high knee + twist,exercise,centr,Centr (scraped — personal use),NO
e-29383,Alternating high knees,exercise,centr,Centr (scraped — personal use),NO
e-17852,Alternating high-point reactive squats,exercise,centr,Centr (scraped — personal use),NO
e-30170,Alternating internal knee drop,exercise,centr,Centr (scraped — personal use),NO
e-17853,Alternating isolated quad stretch,exercise,centr,Centr (scraped — personal use),NO
e-30171,Alternating ITB stretch,exercise,centr,Centr (scraped — personal use),NO
fedb-Alternating_Kettlebell_Press,Alternating Kettlebell Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Alternating_Kettlebell_Row,Alternating Kettlebell Row,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30365,Alternating knee drops,exercise,centr,Centr (scraped — personal use),NO
e-30366,Alternating knee pull + suitcase crunch,exercise,centr,Centr (scraped — personal use),NO
e-30172,Alternating lateral lunge,exercise,centr,Centr (scraped — personal use),NO
e-17854,Alternating lateral lunge,exercise,centr,Centr (scraped — personal use),NO
e-24301,Alternating lateral lunge,exercise,centr,Centr (scraped — personal use),NO
e-30590,Alternating lateral lunge,exercise,centr,Centr (scraped — personal use),NO
e-33134,Alternating lateral lunge + thoracic rotation,exercise,centr,Centr (scraped — personal use),NO
e-30367,Alternating lateral lunge + thoracic rotation,exercise,centr,Centr (scraped — personal use),NO
e-28415,Alternating lateral lunge + torso twist,exercise,centr,Centr (scraped — personal use),NO
e-30296,Alternating lower back stretch,exercise,centr,Centr (scraped — personal use),NO
e-30173,Alternating lying hamstring stretch + forward fold,exercise,centr,Centr (scraped — personal use),NO
e-30368,Alternating lying pectoral stretch,exercise,centr,Centr (scraped — personal use),NO
e-25915,Alternating lying spinal twist,exercise,centr,Centr (scraped — personal use),NO
e-30298,Alternating pigeon stretch,exercise,centr,Centr (scraped — personal use),NO
mw-alternating-pole-rotation,Alternating Pole Rotation,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-16792,Alternating power skip,exercise,centr,Centr (scraped — personal use),NO
e-30175,Alternating prone swimmers,exercise,centr,Centr (scraped — personal use),NO
e-30176,Alternating quad stretch,exercise,centr,Centr (scraped — personal use),NO
e-27013,Alternating quad stretch,exercise,centr,Centr (scraped — personal use),NO
e-21547,Alternating quad stretch,exercise,centr,Centr (scraped — personal use),NO
fedb-Alternating_Renegade_Row,Alternating Renegade Row,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30866,Alternating reverse lunge,exercise,centr,Centr (scraped — personal use),NO
e-17856,Alternating reverse lunge,exercise,centr,Centr (scraped — personal use),NO
e-24305,Alternating reverse lunge,exercise,centr,Centr (scraped — personal use),NO
e-24306,Alternating reverse lunge + high knee,exercise,centr,Centr (scraped — personal use),NO
e-27286,Alternating reverse lunge + rotation,exercise,centr,Centr (scraped — personal use),NO
e-30178,Alternating scorpion stretch,exercise,centr,Centr (scraped — personal use),NO
e-30302,Alternating shallow windmill,exercise,centr,Centr (scraped — personal use),NO
e-17857,Alternating side crawl,exercise,centr,Centr (scraped — personal use),NO
e-17862,Alternating side crawl + vertical jump,exercise,centr,Centr (scraped — personal use),NO
e-29384,Alternating side lunge,exercise,centr,Centr (scraped — personal use),NO
e-14549,Alternating side lunge,exercise,centr,Centr (scraped — personal use),NO
e-10549,Alternating side lunge,exercise,centr,Centr (scraped — personal use),NO
e-30179,Alternating side lunge + kickstand pistol squat,exercise,centr,Centr (scraped — personal use),NO
e-22127,Alternating side lunge + tap,exercise,centr,Centr (scraped — personal use),NO
e-30180,Alternating side plank clam + reverse table-top,exercise,centr,Centr (scraped — personal use),NO
e-30303,Alternating single-arm reverse table-top,exercise,centr,Centr (scraped — personal use),NO
e-27253,Alternating single-leg RDL,exercise,centr,Centr (scraped — personal use),NO
e-30867,Alternating single-leg v-ups,exercise,centr,Centr (scraped — personal use),NO
e-24510,Alternating snatch,exercise,centr,Centr (scraped — personal use),NO
e-30594,Alternating sprinter lunge,exercise,centr,Centr (scraped — personal use),NO
e-30181,Alternating standing figure-4 stretch + reach,exercise,centr,Centr (scraped — personal use),NO
e-17865,Alternating standing lateral groin stretch,exercise,centr,Centr (scraped — personal use),NO
e-24512,Alternating supermans,exercise,centr,Centr (scraped — personal use),NO
e-30183,Alternating supermans,exercise,centr,Centr (scraped — personal use),NO
e-30182,Alternating supermans + bow stretch,exercise,centr,Centr (scraped — personal use),NO
mw-swipe-around-prone-alternate,Alternating Swipe Around,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30184,Alternating thread-the-needle + shift-back,exercise,centr,Centr (scraped — personal use),NO
e-24009,Alternating toe touches,exercise,centr,Centr (scraped — personal use),NO
e-30869,Alternating V-ups,exercise,centr,Centr (scraped — personal use),NO
e-29385,Alternating vestibular roll,exercise,centr,Centr (scraped — personal use),NO
e-9104,Alternating wide side squat,exercise,centr,Centr (scraped — personal use),NO
e-28427,Alternating windmill + toe touches,exercise,centr,Centr (scraped — personal use),NO
mw-ankle-circle,Ankle Circle,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-29386,Ankle circles,exercise,centr,Centr (scraped — personal use),NO
e-20356,Ankle cradle + lateral lunge (left),exercise,centr,Centr (scraped — personal use),NO
e-20357,Ankle cradle + lateral lunge (right),exercise,centr,Centr (scraped — personal use),NO
fedb-Ankle_On_The_Knee,Ankle On The Knee,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Anterior_Tibialis-SMR,Anterior Tibialis-SMR,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Anti-Gravity_Press,Anti-Gravity Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30185,Ape jumps,exercise,centr,Centr (scraped — personal use),NO
e-21043,Arm circles,exercise,centr,Centr (scraped — personal use),NO
e-29387,Arm circles,exercise,centr,Centr (scraped — personal use),NO
