id,name,type,source,license,commercial
fedb-Gironda_Sternum_Chins,Gironda Sternum Chins,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-5765,Glute bridge,exercise,centr,Centr (scraped — personal use),NO
e-30407,Glute bridge + alternating knee drop,exercise,centr,Centr (scraped — personal use),NO
e-30318,Glute bridge + crunch,exercise,centr,Centr (scraped — personal use),NO
e-30808,Glute bridge + heel raise (left),exercise,centr,Centr (scraped — personal use),NO
e-30809,Glute bridge + heel raise (right),exercise,centr,Centr (scraped — personal use),NO
e-30810,Glute bridge + heel raise + abduction,exercise,centr,Centr (scraped — personal use),NO
e-27250,Glute bridge + kickouts,exercise,centr,Centr (scraped — personal use),NO
e-30408,Glute bridge + lying wall angel,exercise,centr,Centr (scraped — personal use),NO
e-30409,Glute bridge + overhead arm raise,exercise,centr,Centr (scraped — personal use),NO
mw-glute-bridge-eccentric-unilateral,Glute Bridge Eccentric Unilateral,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-20449,Glute bridge hold,exercise,centr,Centr (scraped — personal use),NO
mw-glute-bridge-isometric-hold-single-alternate,Glute Bridge Isometric Hold Single Alternate,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-17532,Glute bridge kick (left),exercise,centr,Centr (scraped — personal use),NO
e-17533,Glute bridge kick (right),exercise,centr,Centr (scraped — personal use),NO
e-30411,Glute bridge march,exercise,centr,Centr (scraped — personal use),NO
e-16869,Glute bridge walk,exercise,centr,Centr (scraped — personal use),NO
e-17534,Glute bridge walk,exercise,centr,Centr (scraped — personal use),NO
mw-glute-ham-raise,Glute Ham Raise,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-glute-hip-rotator-stretch-1-seated,Glute Hip Rotator Stretch 1 Seated,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-glute-hip-rotator-stretch-2-seated,Glute Hip Rotator Stretch 2 Seated,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-glute-hip-rotator-stretch-3-seated,Glute Hip Rotator Stretch 3 Seated,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-glute-hip-rotator-stretch-supine,Glute Hip Rotator Stretch Supine,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Glute_Kickback,Glute Kickback,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-glute-piriformis-mobilisation-1-floor-seated-lacrosse-ball,Glute Piriformis Mobilisation 1 Floor Seated Lacrosse Ball,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-23906,Glute roll (left),exercise,centr,Centr (scraped — personal use),NO
e-23907,Glute roll (right),exercise,centr,Centr (scraped — personal use),NO
e-30898,Glute stretch,exercise,centr,Centr (scraped — personal use),NO
e-10694,Glute stretch,exercise,centr,Centr (scraped — personal use),NO
e-23353,Glute stretch,exercise,centr,Centr (scraped — personal use),NO
e-30654,Glute stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-11951,Glute stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-30655,Glute stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-12808,Glute stretch (right),exercise,centr,Centr (scraped — personal use),NO
mw-glute-stretch-knee-pull-dynamic-standing-unilateral,Glute Stretch Knee Pull Dynamic Standing,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-glute-stretch-static-unilateral,Glute Stretch Static Unilateral,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-gluteator,Gluteator,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-glutes-stretch-variation-one,Glutes Stretch Variation One,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-glutes-stretch-variation-three,Glutes Stretch Variation Three,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-glutes-stretch-variation-two,Glutes Stretch Variation Two,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Goblet_Squat,Goblet Squat,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-25446,Goblet squat + step-out,exercise,centr,Centr (scraped — personal use),NO
fedb-Good_Morning,Good Morning,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30412,Good morning + calf raise,exercise,centr,Centr (scraped — personal use),NO
e-25447,Good morning + reverse fly,exercise,centr,Centr (scraped — personal use),NO
fedb-Good_Morning_off_Pins,Good Morning off Pins,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-5774,Good mornings,exercise,centr,Centr (scraped — personal use),NO
fedb-Gorilla_Chin_Crunch,Gorilla Chin/Crunch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-5785,Gorilla sequence,exercise,centr,Centr (scraped — personal use),NO
fedb-Groin_and_Back_Stretch,Groin and Back Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Groiners,Groiners,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hack_Squat,Hack Squat,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-16870,Half burpee,exercise,centr,Centr (scraped — personal use),NO
e-6828,Half burpees,exercise,centr,Centr (scraped — personal use),NO
e-29394,Half crunches,exercise,centr,Centr (scraped — personal use),NO
e-25076,Half gorilla,exercise,centr,Centr (scraped — personal use),NO
e-17013,Half jack,exercise,centr,Centr (scraped — personal use),NO
e-30872,Half jack knife,exercise,centr,Centr (scraped — personal use),NO
e-25078,Half jack knife,exercise,centr,Centr (scraped — personal use),NO
mw-half-kneeling-hip-hinge,Half Kneeling Hip Hinge,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-half-lotus,Half Lotus,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-half-monkey-pose,Half Monkey Pose,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-half-neck-rolls,Half Neck Rolls,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30210,Half-kneeling hamstring activation + twist (left),exercise,centr,Centr (scraped — personal use),NO
e-30211,Half-kneeling hamstring activation + twist (right),exercise,centr,Centr (scraped — personal use),NO
e-5757,Hammer curls,exercise,centr,Centr (scraped — personal use),NO
fedb-Hammer_Grip_Incline_DB_Bench_Press,Hammer Grip Incline DB Bench Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-hamstring-bridge-isometric-open-angle,Hamstring Bridge Isometric Open Angle,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstring-bridge-with-elevated-legs-box-bilateral,Hamstring Bridge With Elevated Legs Box Bilateral,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstring-bridge-with-elevated-legs-box-unilateral,Hamstring Bridge With Elevated Legs Box Unilateral,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-25454,Hamstring curl,exercise,centr,Centr (scraped — personal use),NO
e-24143,Hamstring curls (left),exercise,centr,Centr (scraped — personal use),NO
e-24144,Hamstring curls (right),exercise,centr,Centr (scraped — personal use),NO
e-23638,Hamstring extensions,exercise,centr,Centr (scraped — personal use),NO
mw-hamstring-mobilisation-seated-lacrosse-ball,Hamstring Mobilisation Seated Lacrosse Ball,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-23908,Hamstring roll,exercise,centr,Centr (scraped — personal use),NO
e-30657,Hamstring scoop,exercise,centr,Centr (scraped — personal use),NO
e-30415,Hamstring scoop + reverse lunge (left),exercise,centr,Centr (scraped — personal use),NO
e-30416,Hamstring scoop + reverse lunge (right),exercise,centr,Centr (scraped — personal use),NO
e-30417,Hamstring scoop + reverse lunge + thoracic rotation (left),exercise,centr,Centr (scraped — personal use),NO
e-30418,Hamstring scoop + reverse lunge + thoracic rotation (right),exercise,centr,Centr (scraped — personal use),NO
e-29395,Hamstring stretch,exercise,centr,Centr (scraped — personal use),NO
e-22234,Hamstring stretch,exercise,centr,Centr (scraped — personal use),NO
e-5263,Hamstring stretch,exercise,centr,Centr (scraped — personal use),NO
e-25456,Hamstring stretch,exercise,centr,Centr (scraped — personal use),NO
e-30212,Hamstring stretch + lunge + overhead reach (left),exercise,centr,Centr (scraped — personal use),NO
e-30213,Hamstring stretch + lunge + overhead reach (right),exercise,centr,Centr (scraped — personal use),NO
mw-hamstring-stretch-dynamic-standing-bilateral,Hamstring Stretch Dynamic Standing Bilateral,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstring-stretch-dynamic-supine-alternating,Hamstring Stretch Dynamic Supine Alternating,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstring-stretch-seated-single-leg,Hamstring Stretch Seated Single Leg,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstring-stretch-seated-single-leg-isometric,Hamstring Stretch Seated Single Leg Isometric,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstring-stretch-static-standing-single-leg,Hamstring Stretch Static Standing Single Leg,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstring-stretch-supine-dynamic,Hamstring Stretch Supine Dynamic Band,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstring-stretch-supine-glide,Hamstring Stretch Supine Glide,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstring-stretch-supine-static,Hamstring Stretch Supine Static,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-24019,Hamstring walkouts,exercise,centr,Centr (scraped — personal use),NO
fedb-Hamstring-SMR,Hamstring-SMR,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-hamstrings-stretch-variation-four,Hamstrings Stretch Variation Four,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstrings-stretch-variation-one,Hamstrings Stretch Variation One,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstrings-stretch-variation-three,Hamstrings Stretch Variation Three,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hamstrings-stretch-variation-two,Hamstrings Stretch Variation Two,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hand-plank,Hand Plank,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-17042,Hand release push-up,exercise,centr,Centr (scraped — personal use),NO
e-23343,Hand release push-up,exercise,centr,Centr (scraped — personal use),NO
mw-hand-side-plank,Hand Side Plank,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hand-side-plank-reach-through,Hand Side Plank Reach Through,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Handstand_Push-Ups,Handstand Push-Ups,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hang_Clean,Hang Clean,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hang_Clean_-_Below_the_Knees,Hang Clean - Below the Knees,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hang_Snatch,Hang Snatch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hang_Snatch_-_Below_Knees,Hang Snatch - Below Knees,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hanging_Bar_Good_Morning,Hanging Bar Good Morning,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-hanging-knee-raises,Hanging Knee Raises,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hanging-l-sit,Hanging L Sit,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Hanging_Leg_Raise,Hanging Leg Raise,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hanging_Pike,Hanging Pike,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30216,Happy baby,exercise,centr,Centr (scraped — personal use),NO
mw-headstand,Headstand,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Heaving_Snatch_Balance,Heaving Snatch Balance,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Heavy_Bag_Thrust,Heavy Bag Thrust,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-24996,Heel drop,exercise,centr,Centr (scraped — personal use),NO
e-4965,Heel tap jump squats,exercise,centr,Centr (scraped — personal use),NO
e-27241,Heel touches,exercise,centr,Centr (scraped — personal use),NO
mw-heels-up-squat,Heels Up Squat,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-30812,Heels-elevated russian twists,exercise,centr,Centr (scraped — personal use),NO
fedb-High_Cable_Curls,High Cable Curls,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-25079,High knee + cross-body twist,exercise,centr,Centr (scraped — personal use),NO
e-30899,High knees,exercise,centr,Centr (scraped — personal use),NO
e-9024,High knees,exercise,centr,Centr (scraped — personal use),NO
e-23614,High knees,exercise,centr,Centr (scraped — personal use),NO
e-27534,High plank,exercise,centr,Centr (scraped — personal use),NO
e-29409,High plank,exercise,centr,Centr (scraped — personal use),NO
e-30419,High plank + frog squat,exercise,centr,Centr (scraped — personal use),NO
e-30659,High plank + pyramid,exercise,centr,Centr (scraped — personal use),NO
e-30900,Hindu push-up,exercise,centr,Centr (scraped — personal use),NO
e-17014,Hip circles,exercise,centr,Centr (scraped — personal use),NO
fedb-Hip_Circles_prone,Hip Circles (prone),exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-hip-extension-4pt-position-isometric,Hip Extension 4Pt Position Hold,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hip-extension-external-rotation-4pt-position,Hip Extension External Rotation 4Pt Position,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hip-extension-external-rotation-pulses-4pt-position,Hip Extension External Rotation Pulses 4Pt Position,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hip-extension-into-side-flexion,Hip Extension Into Side Flexion,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Hip_Extension_with_Bands,Hip Extension with Bands,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hip_Flexion_with_Band,Hip Flexion with Band,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30217,Hip flexor + bicep stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-30218,Hip flexor + bicep stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-23626,Hip flexor + cross-body stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-33478,Hip flexor + cross-body stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-23627,Hip flexor + cross-body stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-33477,Hip flexor + cross-body stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-23904,Hip flexor roll (left),exercise,centr,Centr (scraped — personal use),NO
e-23905,Hip flexor roll (right),exercise,centr,Centr (scraped — personal use),NO
e-5269,Hip flexor stretch,exercise,centr,Centr (scraped — personal use),NO
e-20455,Hip flexor stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-27316,Hip flexor stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-30112,Hip flexor stretch (left),exercise,centr,Centr (scraped — personal use),NO
e-20456,Hip flexor stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-27315,Hip flexor stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-30113,Hip flexor stretch (right),exercise,centr,Centr (scraped — personal use),NO
e-11953,Hip flexor stretch + rotation (left),exercise,centr,Centr (scraped — personal use),NO
e-12810,Hip flexor stretch + rotation (right),exercise,centr,Centr (scraped — personal use),NO
mw-hip-flexor-stretch-kneeling-lunge-1,Hip Flexor Stretch Kneeling Lunge 1,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hip-flexor-stretch-kneeling-lunge-2,Hip Flexor Stretch Kneeling Lunge 2,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-hip-flexor-stretch-kneeling-lunge-3,Hip Flexor Stretch Kneeling Lunge 3,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-pilates-hip-lift,Hip Lift,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Hip_Lift_with_Band,Hip Lift with Band,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-24057,Hip openers,exercise,centr,Centr (scraped — personal use),NO
e-16873,Hip openers (left),exercise,centr,Centr (scraped — personal use),NO
e-16874,Hip openers (right),exercise,centr,Centr (scraped — personal use),NO
mw-pilates-hip-rolls,Hip Rolls,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-6831,Hip rotations,exercise,centr,Centr (scraped — personal use),NO
mw-hollow-hold,Hollow Hold,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-5686,Hollow-outs,exercise,centr,Centr (scraped — personal use),NO
e-5309,Hop scotch (left),exercise,centr,Centr (scraped — personal use),NO
e-5310,Hop scotch (right),exercise,centr,Centr (scraped — personal use),NO
mw-horizontal-hack-squat,Horizontal Hack Squat,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-12906,Horizontal lat row,exercise,centr,Centr (scraped — personal use),NO
e-17887,Hostages,exercise,centr,Centr (scraped — personal use),NO
e-5178,Hostages,exercise,centr,Centr (scraped — personal use),NO
e-29396,Hostages,exercise,centr,Centr (scraped — personal use),NO
e-25085,Hostages,exercise,centr,Centr (scraped — personal use),NO
e-17547,Hostages,exercise,centr,Centr (scraped — personal use),NO
e-22236,Hover knee tap,exercise,centr,Centr (scraped — personal use),NO
e-32026,Hover pulse,exercise,centr,Centr (scraped — personal use),NO
e-32031,Hover shoulder taps,exercise,centr,Centr (scraped — personal use),NO
e-30813,Hover step-back,exercise,centr,Centr (scraped — personal use),NO
e-32034,Hover tricep dips,exercise,centr,Centr (scraped — personal use),NO
fedb-Hug_A_Ball,Hug A Ball,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hug_Knees_To_Chest,Hug Knees To Chest,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-pilates-hundred,Hundred,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-pilates-hundred-straight-legs,Hundred Straight Legs,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Hurdle_Hops,Hurdle Hops,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hyperextensions_Back_Extensions,Hyperextensions (Back Extensions),exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Hyperextensions_With_No_Hyperextension_Bench,Hyperextensions With No Hyperextension Bench,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-i-into-w-prone,I Into W,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-is-prone,I's Prone,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-27288,Ice skater,exercise,centr,Centr (scraped — personal use),NO
e-11908,Ice skater + tap,exercise,centr,Centr (scraped — personal use),NO
e-17044,Ice skater hops,exercise,centr,Centr (scraped — personal use),NO
e-22777,Ice skaters,exercise,centr,Centr (scraped — personal use),NO
e-25087,Ice skaters,exercise,centr,Centr (scraped — personal use),NO
fedb-Iliotibial_Tract-SMR,Iliotibial Tract-SMR,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-in-and-out-jump-squat,In And Out Jump Squat,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-25471,In-out jumps,exercise,centr,Centr (scraped — personal use),NO
e-17046,In-out plank jacks,exercise,centr,Centr (scraped — personal use),NO
e-17047,In-out push-up,exercise,centr,Centr (scraped — personal use),NO
e-25088,In-out squat,exercise,centr,Centr (scraped — personal use),NO
e-17017,In-out squat,exercise,centr,Centr (scraped — personal use),NO
e-21697,In-out squat,exercise,centr,Centr (scraped — personal use),NO
e-17048,In-out squat + power skip,exercise,centr,Centr (scraped — personal use),NO
mw-inchworm,Inchworm,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-9105,Inchworms,exercise,centr,Centr (scraped — personal use),NO
fedb-Incline_Barbell_Triceps_Extension,Incline Barbell Triceps Extension,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Bench_Pull,Incline Bench Pull,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Cable_Chest_Press,Incline Cable Chest Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Cable_Flye,Incline Cable Flye,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-12022,Incline cable flys,exercise,centr,Centr (scraped — personal use),NO
e-24133,Incline chest press,exercise,centr,Centr (scraped — personal use),NO
fedb-Incline_Dumbbell_Bench_With_Palms_Facing_In,Incline Dumbbell Bench With Palms Facing In,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Dumbbell_Curl,Incline Dumbbell Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Dumbbell_Flyes,Incline Dumbbell Flyes,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Dumbbell_Flyes_-_With_A_Twist,Incline Dumbbell Flyes - With A Twist,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Dumbbell_Press,Incline Dumbbell Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Hammer_Curls,Incline Hammer Curls,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Inner_Biceps_Curl,Incline Inner Biceps Curl,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-incline-push-up,Incline Push Up,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
fedb-Incline_Push-Up_Close-Grip,Incline Push-Up Close-Grip,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Push-Up_Depth_Jump,Incline Push-Up Depth Jump,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Push-Up_Medium,Incline Push-Up Medium,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Push-Up_Reverse_Grip,Incline Push-Up Reverse Grip,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Incline_Push-Up_Wide,Incline Push-Up Wide,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-infinity-loop-standing-hip-mobility,Infinity Loop Standing Hip Mobility,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-20459,Interlock fingers + reach up,exercise,centr,Centr (scraped — personal use),NO
fedb-Intermediate_Groin_Stretch,Intermediate Groin Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Intermediate_Hip_Flexor_and_Quad_Stretch,Intermediate Hip Flexor and Quad Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Internal_Rotation_with_Band,Internal Rotation with Band,exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-internally-rotated-seated-rear-delt-fly,Internally Rotated Seated Rear Delt Fly,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-intrascapular-muscle-contraction,Intrascapular Muscle Contraction,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-14521,Inverted row,exercise,centr,Centr (scraped — personal use),NO
e-16275,Inverted row (tempo: 10-0-1-0),exercise,centr,Centr (scraped — personal use),NO
fedb-Inverted_Row_with_Straps,Inverted Row with Straps,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-30789,Inverted shoulder press,exercise,centr,Centr (scraped — personal use),NO
fedb-Iron_Cross,Iron Cross,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Iron_Crosses_stretch,Iron Crosses (stretch),exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Isometric_Chest_Squeezes,Isometric Chest Squeezes,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Isometric_Neck_Exercise_-_Front_And_Back,Isometric Neck Exercise - Front And Back,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Isometric_Neck_Exercise_-_Sides,Isometric Neck Exercise - Sides,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Isometric_Wipers,Isometric Wipers,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-IT_Band_and_Glute_Stretch,IT Band and Glute Stretch,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-23901,ITB roll (left),exercise,centr,Centr (scraped — personal use),NO
e-23902,ITB roll (right),exercise,centr,Centr (scraped — personal use),NO
e-5813,Jab + lead front kick + cross + jab + rear knee,exercise,centr,Centr (scraped — personal use),NO
e-5791,Jab + slip + left hook + body cross,exercise,centr,Centr (scraped — personal use),NO
e-5810,Jab + slip + left hook + rear knee,exercise,centr,Centr (scraped — personal use),NO
e-5793,Jab + slip + left hook + right cross,exercise,centr,Centr (scraped — personal use),NO
e-17552,Jab + uppercut + hook + knee,exercise,centr,Centr (scraped — personal use),NO
e-5283,Jab cross hook,exercise,centr,Centr (scraped — personal use),NO
e-5287,Jab cross hook + rear knee,exercise,centr,Centr (scraped — personal use),NO
e-5804,Jab cross hook cross + lead knee,exercise,centr,Centr (scraped — personal use),NO
e-5282,Jab cross jab,exercise,centr,Centr (scraped — personal use),NO
e-5286,Jab cross jab + rear knee,exercise,centr,Centr (scraped — personal use),NO
e-5807,Jab cross slip cross + lead knee,exercise,centr,Centr (scraped — personal use),NO
e-5284,Jab jab cross + lead knee,exercise,centr,Centr (scraped — personal use),NO
e-24997,Jack knife,exercise,centr,Centr (scraped — personal use),NO
e-17050,Jack knife,exercise,centr,Centr (scraped — personal use),NO
e-17553,Jack knife,exercise,centr,Centr (scraped — personal use),NO
e-4973,Jack squat,exercise,centr,Centr (scraped — personal use),NO
fedb-Jackknife_Sit-Up,Jackknife Sit-Up,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Janda_Sit-Up,Janda Sit-Up,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Jefferson_Squats,Jefferson Squats,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Jerk_Balance,Jerk Balance,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-Jerk_Dip_Squat,Jerk Dip Squat,exercise,free-exercise-db,Public Domain (Unlicense),YES
fedb-JM_Press,JM Press,exercise,free-exercise-db,Public Domain (Unlicense),YES
e-17888,Jogging in place,exercise,centr,Centr (scraped — personal use),NO
e-22139,Jogging on the spot,exercise,centr,Centr (scraped — personal use),NO
e-11875,Jogging on the spot,exercise,centr,Centr (scraped — personal use),NO
fedb-Jogging_Treadmill,"Jogging, Treadmill",exercise,free-exercise-db,Public Domain (Unlicense),YES
mw-jump-bilateral-into-unilateral-landing,Jump Into Single Leg Landing,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-29371,Jump lunges,exercise,centr,Centr (scraped — personal use),NO
e-25089,Jump lunges,exercise,centr,Centr (scraped — personal use),NO
e-16878,Jump lunges,exercise,centr,Centr (scraped — personal use),NO
e-30985,Jump lunges,exercise,centr,Centr (scraped — personal use),NO
e-11909,Jump lunges,exercise,centr,Centr (scraped — personal use),NO
mw-jump-off-box-single-leg-landing,Jump Off Box Single Leg Landing,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
mw-jump-on-and-off-box,Jump On And Off Box,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-5220,Jump rope,exercise,centr,Centr (scraped — personal use),NO
e-17555,Jump rope,exercise,centr,Centr (scraped — personal use),NO
e-5603,Jump rope jacks,exercise,centr,Centr (scraped — personal use),NO
e-27160,Jump rope run,exercise,centr,Centr (scraped — personal use),NO
e-30986,Jump squat,exercise,centr,Centr (scraped — personal use),NO
mw-jump-squats,Jump Squats,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-22801,Jumping jacks,exercise,centr,Centr (scraped — personal use),NO
e-23668,Jumping jacks,exercise,centr,Centr (scraped — personal use),NO
e-17889,Jumping jacks,exercise,centr,Centr (scraped — personal use),NO
e-25091,Jumping jacks,exercise,centr,Centr (scraped — personal use),NO
e-16880,Jumping jacks,exercise,centr,Centr (scraped — personal use),NO
e-8976,Jumping jacks,exercise,centr,Centr (scraped — personal use),NO
e-17557,Jumping jacks,exercise,centr,Centr (scraped — personal use),NO
mw-jumping-mountain-climber,Jumping Mountain Climber,exercise,musclewiki,MuscleWiki (scraped — personal use),NO
e-17051,Jumping spider push-up,exercise,centr,Centr (scraped — personal use),NO
